Method,Model,Methods+Model,Dataset,y_true,y_score
RUSBoost,-,RUSBoost,yeast1,0,0.719866
RUSBoost,-,RUSBoost,yeast1,0,0.763441
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.471174
RUSBoost,-,RUSBoost,yeast1,0,0.528826
RUSBoost,-,RUSBoost,yeast1,0,0.285940
RUSBoost,-,RUSBoost,yeast1,1,0.478308
RUSBoost,-,RUSBoost,yeast1,1,0.471174
RUSBoost,-,RUSBoost,yeast1,0,0.292209
RUSBoost,-,RUSBoost,yeast1,0,0.298161
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.549867
RUSBoost,-,RUSBoost,yeast1,0,0.285940
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.122240
RUSBoost,-,RUSBoost,yeast1,0,0.763441
RUSBoost,-,RUSBoost,yeast1,0,0.719866
RUSBoost,-,RUSBoost,yeast1,0,0.347912
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.714060
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.471174
RUSBoost,-,RUSBoost,yeast1,0,0.719866
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.450133
RUSBoost,-,RUSBoost,yeast1,0,0.714060
RUSBoost,-,RUSBoost,yeast1,0,0.549867
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,1,0.347912
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.236559
RUSBoost,-,RUSBoost,yeast1,0,0.298161
RUSBoost,-,RUSBoost,yeast1,0,0.652088
RUSBoost,-,RUSBoost,yeast1,0,0.347912
RUSBoost,-,RUSBoost,yeast1,0,0.707791
RUSBoost,-,RUSBoost,yeast1,0,0.280134
RUSBoost,-,RUSBoost,yeast1,0,0.285940
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,1,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.359799
RUSBoost,-,RUSBoost,yeast1,0,0.544598
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.544598
RUSBoost,-,RUSBoost,yeast1,0,0.359799
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.359799
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.359799
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,1,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.832386
RUSBoost,-,RUSBoost,yeast1,0,0.359799
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,1,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.167614
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.832386
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.544598
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.359799
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.640201
RUSBoost,-,RUSBoost,yeast1,0,0.544598
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,1,0.832386
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.167614
RUSBoost,-,RUSBoost,yeast1,1,0.359799
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,1,0.359799
RUSBoost,-,RUSBoost,yeast1,0,0.359799
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,1,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,1,0.119203
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,1,0.359799
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,1,0.544598
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.359799
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.119203
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.544598
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.167614
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,1,0.167614
RUSBoost,-,RUSBoost,yeast1,1,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,1,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,1,0.359799
RUSBoost,-,RUSBoost,yeast1,1,0.167614
RUSBoost,-,RUSBoost,yeast1,1,0.167614
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.359799
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.832386
RUSBoost,-,RUSBoost,yeast1,1,0.832386
RUSBoost,-,RUSBoost,yeast1,0,0.544598
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.359799
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,1,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,1,0.359799
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.832386
RUSBoost,-,RUSBoost,yeast1,0,0.640201
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.167614
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,0,0.359799
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.455402
RUSBoost,-,RUSBoost,yeast1,1,0.832386
RUSBoost,-,RUSBoost,yeast1,0,0.424198
RUSBoost,-,RUSBoost,yeast1,1,0.681827
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.681827
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.681827
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.832490
RUSBoost,-,RUSBoost,yeast1,0,0.424198
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.522749
RUSBoost,-,RUSBoost,yeast1,0,0.176044
RUSBoost,-,RUSBoost,yeast1,0,0.176044
RUSBoost,-,RUSBoost,yeast1,0,0.176044
RUSBoost,-,RUSBoost,yeast1,1,0.681827
RUSBoost,-,RUSBoost,yeast1,1,0.681827
RUSBoost,-,RUSBoost,yeast1,0,0.477251
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.477251
RUSBoost,-,RUSBoost,yeast1,0,0.318173
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.167510
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,1,0.241081
RUSBoost,-,RUSBoost,yeast1,1,0.681827
RUSBoost,-,RUSBoost,yeast1,1,0.758919
RUSBoost,-,RUSBoost,yeast1,1,0.575802
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,1,0.681827
RUSBoost,-,RUSBoost,yeast1,1,0.681827
RUSBoost,-,RUSBoost,yeast1,0,0.681827
RUSBoost,-,RUSBoost,yeast1,0,0.176044
RUSBoost,-,RUSBoost,yeast1,1,0.167510
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.176044
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.832490
RUSBoost,-,RUSBoost,yeast1,0,0.176044
RUSBoost,-,RUSBoost,yeast1,0,0.424198
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.176044
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,1,0.522749
RUSBoost,-,RUSBoost,yeast1,0,0.424198
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.167510
RUSBoost,-,RUSBoost,yeast1,0,0.522749
RUSBoost,-,RUSBoost,yeast1,1,0.832490
RUSBoost,-,RUSBoost,yeast1,1,0.522749
RUSBoost,-,RUSBoost,yeast1,1,0.758919
RUSBoost,-,RUSBoost,yeast1,1,0.575802
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.477251
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.575802
RUSBoost,-,RUSBoost,yeast1,1,0.575802
RUSBoost,-,RUSBoost,yeast1,0,0.176044
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.681827
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.823956
RUSBoost,-,RUSBoost,yeast1,1,0.832490
RUSBoost,-,RUSBoost,yeast1,0,0.575802
RUSBoost,-,RUSBoost,yeast1,0,0.575802
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,1,0.681827
RUSBoost,-,RUSBoost,yeast1,0,0.176044
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.823956
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,1,0.575802
RUSBoost,-,RUSBoost,yeast1,0,0.880797
RUSBoost,-,RUSBoost,yeast1,1,0.832490
RUSBoost,-,RUSBoost,yeast1,1,0.241081
RUSBoost,-,RUSBoost,yeast1,1,0.575802
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,1,0.575802
RUSBoost,-,RUSBoost,yeast1,0,0.176044
RUSBoost,-,RUSBoost,yeast1,1,0.681827
RUSBoost,-,RUSBoost,yeast1,0,0.176044
RUSBoost,-,RUSBoost,yeast1,1,0.241081
RUSBoost,-,RUSBoost,yeast1,1,0.681827
RUSBoost,-,RUSBoost,yeast1,0,0.681827
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.477251
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.575802
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.832490
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.424198
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,1,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.575802
RUSBoost,-,RUSBoost,yeast1,1,0.590386
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.176044
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.409614
RUSBoost,-,RUSBoost,yeast1,1,0.176044
RUSBoost,-,RUSBoost,yeast1,0,0.424198
RUSBoost,-,RUSBoost,yeast1,1,0.681827
RUSBoost,-,RUSBoost,yeast1,0,0.823956
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.681827
RUSBoost,-,RUSBoost,yeast1,0,0.522749
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.823956
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.522749
RUSBoost,-,RUSBoost,yeast1,0,0.424198
RUSBoost,-,RUSBoost,yeast1,1,0.832490
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,1,0.167510
RUSBoost,-,RUSBoost,yeast1,0,0.681827
RUSBoost,-,RUSBoost,yeast1,0,0.167510
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,1,0.119203
RUSBoost,-,RUSBoost,yeast1,0,0.167510
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,1,0.880797
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.832490
RUSBoost,-,RUSBoost,yeast1,0,0.522749
RUSBoost,-,RUSBoost,yeast1,0,0.823956
RUSBoost,-,RUSBoost,yeast1,0,0.681827
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.681827
RUSBoost,-,RUSBoost,yeast1,0,0.241081
RUSBoost,-,RUSBoost,yeast1,0,0.119203
RUSBoost,-,RUSBoost,yeast1,1,0.424198
